wheel r v,wheel f v,accel v,brake lever,brake pid,braking,% slip a,% slip f
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
5,0,5,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,4,0,90,90,0,0,100
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
3,0,3,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,7,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
0,65,0,90,90,0,0,100
4,65,4,90,90,0,0,93.84615385
4,65,4,90,90,0,0,93.84615385
4,65,4,90,90,0,0,93.84615385
4,65,4,90,90,0,0,93.84615385
4,65,4,90,90,0,0,93.84615385
4,65,4,90,90,0,0,93.84615385
4,65,4,90,90,0,0,93.84615385
4,0,4,90,90,0,0,0
4,0,4,90,90,0,0,0
4,0,4,90,90,0,0,0
4,0,4,90,90,0,0,0
4,0,4,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
0,29,0,90,90,0,0,100
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
18,29,18,90,90,0,0,37.93103448
57,29,57,90,90,0,0,-96.55172414
57,29,57,90,90,0,0,-96.55172414
57,29,57,90,90,0,0,-96.55172414
57,29,57,90,90,0,0,-96.55172414
57,29,57,90,90,0,0,-96.55172414
57,29,57,90,90,0,0,-96.55172414
57,0,57,90,90,0,0,0
57,0,57,90,90,0,0,0
57,0,57,90,90,0,0,0
57,0,57,90,90,0,0,0
57,0,57,90,90,0,0,0
57,0,57,90,90,0,0,0
57,0,57,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
17,0,17,90,90,0,0,0
17,0,17,90,90,0,0,0
17,0,17,90,90,0,0,0
17,0,17,90,90,0,0,0
17,0,17,90,90,0,0,0
17,0,17,90,90,0,0,0
17,0,17,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
94,0,94,90,90,0,0,0
65,0,65,90,90,0,0,0
65,0,65,90,90,0,0,0
65,0,65,90,90,0,0,0
65,0,65,90,90,0,0,0
65,0,65,90,90,0,0,0
65,10,65,90,90,0,0,-550
65,10,65,90,90,0,0,-550
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
81,10,81,90,90,0,0,-710
42,10,42,90,90,0,0,-320
42,10,42,90,90,0,0,-320
42,10,42,90,90,0,0,-320
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
42,62,42,90,90,0,0,32.25806452
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
45,62,45,90,90,0,0,27.41935484
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
51,62,51,90,90,0,0,17.74193548
73,62,73,90,90,0,0,-17.74193548
73,62,73,90,90,0,0,-17.74193548
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
73,92,73,90,90,0,0,20.65217391
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,92,0,90,90,0,0,100
0,0,0,90,90,0,0,0
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
18,46,18,90,90,0,0,60.86956522
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,46,0,90,90,0,0,100
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
10,0,10,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
0,0,0,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,0,14,90,90,0,0,0
14,11,14,90,90,0,0,-27.27272727
14,11,14,90,90,0,0,-27.27272727
14,11,14,90,90,0,0,-27.27272727
14,11,14,90,90,0,0,-27.27272727
14,11,14,90,90,0,0,-27.27272727
14,11,14,90,90,0,0,-27.27272727
14,11,14,90,90,0,0,-27.27272727
0,11,0,90,90,0,0,100
41,11,41,90,90,0,0,-272.7272727
41,11,41,90,90,0,0,-272.7272727
41,11,41,90,90,0,0,-272.7272727
41,106,41,90,90,0,0,61.32075472
41,106,41,90,90,0,0,61.32075472
41,106,41,90,90,0,0,61.32075472
109,106,109,90,90,0,0,-2.830188679
109,106,109,90,90,0,0,-2.830188679
109,249,109,90,90,0,0,56.2248996
109,249,109,90,90,0,0,56.2248996
109,249,109,90,90,0,0,56.2248996
123,249,123,90,90,0,0,50.60240964
123,249,123,90,90,0,0,50.60240964
123,223,123,90,90,0,0,44.84304933
123,223,123,90,90,0,0,44.84304933
125,223,125,90,90,0,0,43.94618834
125,223,125,90,90,0,0,43.94618834
125,223,125,90,90,0,0,43.94618834
125,268,125,90,90,0,0,53.35820896
125,268,125,90,90,0,0,53.35820896
130,268,130,90,90,0,0,51.49253731
130,268,130,90,90,0,0,51.49253731
130,291,130,90,90,0,0,55.32646048
130,291,130,90,90,0,0,55.32646048
129,291,130,90,90,0,0.769230769,55.67010309
129,291,129,90,90,0,0,55.67010309
129,305,129,90,90,0,0,57.70491803
129,305,129,90,90,0,0,57.70491803
129,305,129,90,90,0,0,57.70491803
119,305,129,90,90,0,7.751937984,60.98360656
119,297,119,90,90,0,0,59.93265993
119,297,119,90,90,0,0,59.93265993
119,297,119,90,90,0,0,59.93265993
119,297,119,90,90,0,0,59.93265993
138,309,138,90,90,0,0,55.33980583
138,309,138,90,90,0,0,55.33980583
138,309,138,90,90,0,0,55.33980583
138,309,138,90,90,0,0,55.33980583
139,309,139,90,90,0,0,55.01618123
139,227,139,90,90,0,0,38.76651982
139,227,139,90,90,0,0,38.76651982
139,227,139,90,90,0,0,38.76651982
152,227,152,90,90,0,0,33.03964758
152,227,152,90,90,0,0,33.03964758
152,227,152,90,90,0,0,33.03964758
152,227,152,90,90,0,0,33.03964758
153,180,153,90,90,0,0,15
153,180,153,90,90,0,0,15
153,180,153,90,90,0,0,15
153,180,153,90,90,0,0,15
139,180,139,90,90,0,0,22.77777778
139,180,139,90,90,0,0,22.77777778
139,180,139,90,90,0,0,22.77777778
139,180,139,90,90,0,0,22.77777778
159,148,159,90,90,0,0,-7.432432432
159,148,159,90,90,0,0,-7.432432432
159,148,159,90,90,0,0,-7.432432432
171,148,171,90,90,0,0,-15.54054054
171,148,171,90,90,0,0,-15.54054054
171,148,171,90,90,0,0,-15.54054054
171,175,171,90,90,0,0,2.285714286
178,175,178,90,90,0,0,-1.714285714
178,175,178,90,90,0,0,-1.714285714
178,175,178,90,90,0,0,-1.714285714
167,175,167,90,90,0,0,4.571428571
167,175,167,90,90,0,0,4.571428571
167,175,167,90,90,0,0,4.571428571
167,182,167,90,90,0,0,8.241758242
174,182,174,90,90,0,0,4.395604396
174,182,174,90,90,0,0,4.395604396
174,182,174,90,90,0,0,4.395604396
193,182,193,90,90,0,0,-6.043956044
193,232,193,90,90,0,0,16.81034483
