wheel r v,wheel f v,accel v,brake lever,brake pid,braking,% slip a,% slip f
193,232,193,90,90,0,0,16.81034483
204,232,204,90,90,0,0,12.06896552
204,232,204,90,90,0,0,12.06896552
229,232,204,90,90,0,-12.25490196,1.293103448
229,262,229,90,90,0,0,12.59541985
229,262,229,90,90,0,0,12.59541985
236,262,236,90,90,0,0,9.923664122
236,262,236,90,90,0,0,9.923664122
249,289,249,90,90,0,0,13.84083045
249,289,249,90,90,0,0,13.84083045
274,289,274,90,90,0,0,5.190311419
274,331,274,90,90,0,0,17.22054381
274,331,274,90,90,0,0,17.22054381
285,331,285,90,90,0,0,13.89728097
285,331,285,90,90,0,0,13.89728097
277,322,277,90,90,0,0,13.97515528
277,322,277,90,90,0,0,13.97515528
274,322,274,90,90,0,0,14.9068323
274,322,274,90,90,0,0,14.9068323
274,292,274,90,90,0,0,6.164383562
274,292,274,90,90,0,0,6.164383562
268,292,268,90,90,0,0,8.219178082
268,292,268,90,90,0,0,8.219178082
281,287,281,90,90,0,0,2.090592334
281,287,281,90,90,0,0,2.090592334
281,287,281,90,90,0,0,2.090592334
275,287,275,90,90,0,0,4.181184669
275,287,275,90,90,0,0,4.181184669
273,276,273,90,90,0,0,1.086956522
273,276,273,90,90,0,0,1.086956522
264,276,264,90,90,0,0,4.347826087
264,276,264,90,90,0,0,4.347826087
269,272,269,90,90,0,0,1.102941176
269,272,269,90,90,0,0,1.102941176
269,272,269,90,90,0,0,1.102941176
258,272,258,90,90,0,0,5.147058824
258,272,258,90,90,0,0,5.147058824
255,263,255,90,90,0,0,3.041825095
255,263,255,90,90,0,0,3.041825095
267,263,267,90,90,0,0,-1.520912548
267,263,267,90,90,0,0,-1.520912548
261,276,261,90,90,0,0,5.434782609
261,276,261,90,90,0,0,5.434782609
284,276,284,90,90,0,0,-2.898550725
284,276,284,90,90,0,0,-2.898550725
311,324,284,90,90,0,-9.507042254,4.012345679
311,324,311,90,90,0,0,4.012345679
320,324,320,90,90,0,0,1.234567901
320,349,320,90,90,0,0,8.309455587
312,349,312,90,90,0,0,10.6017192
312,349,312,90,90,0,0,10.6017192
324,342,324,90,90,0,0,5.263157895
324,342,324,90,90,0,0,5.263157895
319,342,319,90,90,0,0,6.725146199
319,342,319,90,90,0,0,6.725146199
313,331,313,90,90,0,0,5.438066465
313,331,313,90,90,0,0,5.438066465
323,331,323,90,90,0,0,2.416918429
323,331,323,90,90,0,0,2.416918429
308,324,308,90,90,0,0,4.938271605
313,324,313,90,90,0,0,3.395061728
313,324,313,90,90,0,0,3.395061728
304,324,313,90,90,0,2.875399361,6.172839506
304,324,304,90,90,0,0,6.172839506
304,324,304,90,90,0,0,6.172839506
304,324,304,90,90,0,0,6.172839506
302,325,302,90,90,0,0,7.076923077
302,325,302,90,90,0,0,7.076923077
297,325,297,90,90,0,0,8.615384615
297,325,297,90,90,0,0,8.615384615
298,313,298,90,90,0,0,4.792332268
298,313,298,90,90,0,0,4.792332268
293,313,293,90,90,0,0,6.389776358
293,313,293,90,90,0,0,6.389776358
294,300,294,90,90,0,0,2
294,300,294,90,90,0,0,2
294,300,294,90,90,0,0,2
294,300,294,90,90,0,0,2
294,305,294,90,90,0,0,3.606557377
291,305,291,90,90,0,0,4.590163934
291,305,291,90,90,0,0,4.590163934
281,305,281,90,90,0,0,7.868852459
281,304,281,90,90,0,0,7.565789474
294,304,294,90,90,0,0,3.289473684
294,304,294,90,90,0,0,3.289473684
290,304,290,90,90,0,0,4.605263158
290,300,290,90,90,0,0,3.333333333
303,300,303,90,90,0,0,-1
303,300,303,90,90,0,0,-1
327,334,327,90,90,0,0,2.095808383
332,334,332,90,90,0,0,0.598802395
332,334,332,90,90,0,0,0.598802395
341,334,341,90,90,0,0,-2.095808383
341,351,341,90,90,0,0,2.849002849
323,351,323,90,90,0,0,7.977207977
323,351,323,90,90,0,0,7.977207977
347,343,347,90,90,0,0,-1.166180758
347,343,347,90,90,0,0,-1.166180758
347,343,347,90,90,0,0,-1.166180758
337,343,337,90,90,0,0,1.749271137
337,342,337,90,90,0,0,1.461988304
350,342,350,90,90,0,0,-2.339181287
350,342,350,90,90,0,0,-2.339181287
344,354,344,90,90,0,0,2.824858757
352,354,352,90,90,0,0,0.564971751
352,354,352,90,90,0,0,0.564971751
365,370,365,90,90,0,0,1.351351351
365,370,365,90,90,0,0,1.351351351
372,370,372,90,90,0,0,-0.540540541
353,370,353,90,90,0,0,4.594594595
353,370,353,90,90,0,0,4.594594595
374,370,374,90,90,0,0,-1.081081081
370,370,370,90,90,0,0,0
370,368,370,90,90,0,0,-0.543478261
368,368,368,90,90,0,0,0
368,368,368,90,90,0,0,0
384,378,384,90,90,0,0,-1.587301587
379,378,379,90,90,0,0,-0.264550265
379,378,379,90,90,0,0,-0.264550265
386,390,386,90,90,0,0,1.025641026
381,390,381,90,90,0,0,2.307692308
381,390,381,90,90,0,0,2.307692308
389,389,389,90,90,0,0,0
393,389,393,90,90,0,0,-1.028277635
393,389,393,90,90,0,0,-1.028277635
406,403,406,90,90,0,0,-0.744416873
415,403,415,90,90,0,0,-2.977667494
415,403,415,90,90,0,0,-2.977667494
401,413,401,90,90,0,0,2.905569007
405,413,405,90,90,0,0,1.937046005
405,413,405,90,90,0,0,1.937046005
405,407,405,90,90,0,0,0.491400491
405,407,405,90,90,0,0,0.491400491
405,407,405,90,90,0,0,0.491400491
386,400,386,90,90,0,0,3.5
410,400,410,90,90,0,0,-2.5
410,400,410,90,90,0,0,-2.5
407,407,407,90,90,0,0,0
401,407,401,90,90,0,0,1.474201474
401,407,403,126,90,1,0.496277916,1.474201474
420,422,408,141,90,1,-2.941176471,0.473933649
423,422,408,156,141,1,-3.676470588,-0.236966825
429,447,403,162,141,1,-6.451612903,4.026845638
429,447,405,170,162,1,-5.925925926,4.026845638
414,447,407,171,162,1,-1.71990172,7.382550336
406,431,388,171,162,1,-4.639175258,5.800464037
406,431,383,169,171,1,-6.005221932,5.800464037
380,431,378,158,169,1,-0.529100529,11.83294664
371,396,378,125,158,1,1.851851852,6.313131313
371,396,371,90,125,0,0,6.313131313
378,396,378,90,90,0,0,4.545454545
378,389,378,90,90,0,0,2.827763496
385,389,385,90,90,0,0,1.028277635
392,389,392,90,90,0,0,-0.771208226
392,393,392,90,90,0,0,0.254452926
389,393,389,90,90,0,0,1.017811705
407,393,407,90,90,0,0,-3.562340967
407,406,407,90,90,0,0,-0.246305419
401,406,401,90,90,0,0,1.231527094
412,406,412,90,90,0,0,-1.477832512
412,404,412,90,90,0,0,-1.98019802
397,404,397,90,90,0,0,1.732673267
387,404,387,90,90,0,0,4.207920792
387,395,387,90,90,0,0,2.025316456
403,395,403,90,90,0,0,-2.025316456
397,395,397,90,90,0,0,-0.506329114
397,408,397,90,90,0,0,2.696078431
408,408,408,90,90,0,0,0
410,408,410,90,90,0,0,-0.490196078
420,413,410,90,90,0,-2.43902439,-1.694915254
420,413,420,90,90,0,0,-1.694915254
416,413,416,90,90,0,0,-0.726392252
419,419,419,90,90,0,0,0
419,419,419,90,90,0,0,0
432,435,432,90,90,0,0,0.689655172
431,435,431,90,90,0,0,0.91954023
443,435,443,90,90,0,0,-1.83908046
443,448,443,90,90,0,0,1.116071429
443,448,443,90,90,0,0,1.116071429
451,448,451,90,90,0,0,-0.669642857
448,456,451,90,90,0,0.66518847,1.754385965
448,456,448,90,90,0,0,1.754385965
489,482,489,90,90,0,0,-1.452282158
487,482,487,90,90,0,0,-1.037344398
471,482,471,90,90,0,0,2.282157676
483,481,483,90,90,0,0,-0.415800416
483,481,483,90,90,0,0,-0.415800416
474,486,474,90,90,0,0,2.469135802
473,486,473,90,90,0,0,2.674897119
443,486,443,90,90,0,0,8.847736626
443,448,443,90,90,0,0,1.116071429
418,448,418,90,90,0,0,6.696428571
382,448,382,90,90,0,0,14.73214286
382,393,382,90,90,0,0,2.798982188
381,393,381,90,90,0,0,3.053435115
437,443,437,90,90,0,0,1.354401806
487,443,437,90,90,0,-11.4416476,-9.93227991
540,443,540,90,90,0,0,-21.89616253
573,540,540,90,90,0,-6.111111111,-6.111111111
573,540,573,90,90,0,0,-6.111111111
590,586,590,90,90,0,0,-0.682593857
4035,586,4035,90,90,0,0,-588.5665529
675,581,675,90,90,0,0,-16.17900172
549,581,549,90,90,0,0,5.507745267
524,561,524,90,90,0,0,6.595365419
532,561,532,90,90,0,0,5.169340463
516,564,516,90,90,0,0,8.510638298
522,564,522,90,90,0,0,7.446808511
522,541,522,90,90,0,0,3.512014787
522,541,522,90,90,0,0,3.512014787
539,541,539,90,90,0,0,0.369685767
543,541,543,90,90,0,0,-0.369685767
559,584,559,90,90,0,0,4.280821918
579,584,579,90,90,0,0,0.856164384
562,584,562,90,90,0,0,3.767123288
562,579,562,90,90,0,0,2.936096718
564,579,564,90,90,0,0,2.590673575
568,567,568,90,90,0,0,-0.176366843
540,567,540,90,90,0,0,4.761904762
558,558,558,90,90,0,0,0
544,558,544,90,90,0,0,2.508960573
522,540,522,90,90,0,0,3.333333333
527,540,522,90,90,0,-0.957854406,2.407407407
527,531,527,90,90,0,0,0.753295669
509,531,509,90,90,0,0,4.143126177
511,531,511,90,90,0,0,3.766478343
485,505,485,90,90,0,0,3.96039604
487,505,487,90,90,0,0,3.564356436
498,489,487,90,90,0,-2.258726899,-1.840490798
498,489,498,90,90,0,0,-1.840490798
520,539,520,90,90,0,0,3.525046382
561,539,561,90,90,0,0,-4.081632653
554,560,554,90,90,0,0,1.071428571
544,560,544,90,90,0,0,2.857142857
534,560,534,90,90,0,0,4.642857143
542,537,542,90,90,0,0,-0.931098696
530,537,530,90,90,0,0,1.303538175
547,547,547,90,90,0,0,0
528,547,528,90,90,0,0,3.473491773
528,528,528,90,90,0,0,0
524,528,524,90,90,0,0,0.757575758
553,566,553,90,90,0,0,2.296819788
551,566,551,90,90,0,0,2.650176678
576,577,576,90,90,0,0,0.173310225
591,577,591,90,90,0,0,-2.426343154
619,611,619,90,90,0,0,-1.309328969
609,611,609,90,90,0,0,0.327332242
598,615,598,90,90,0,0,2.764227642
602,615,602,90,90,0,0,2.113821138
583,594,583,90,90,0,0,1.851851852
580,594,580,90,90,0,0,2.356902357
577,580,577,90,90,0,0,0.517241379
583,580,583,90,90,0,0,-0.517241379
565,589,565,90,90,0,0,4.074702886
600,589,600,90,90,0,0,-1.867572156
593,596,593,90,90,0,0,0.503355705
582,596,582,90,90,0,0,2.348993289
592,608,592,90,90,0,0,2.631578947
575,608,575,90,90,0,0,5.427631579
586,592,586,90,90,0,0,1.013513514
574,592,574,90,90,0,0,3.040540541
576,579,576,90,90,0,0,0.518134715
567,579,567,90,90,0,0,2.07253886
565,584,565,90,90,0,0,3.253424658
576,584,576,90,90,0,0,1.369863014
564,574,564,90,90,0,0,1.742160279
564,574,564,90,90,0,0,1.742160279
564,574,564,90,90,0,0,1.742160279
568,566,568,90,90,0,0,-0.35335689
568,566,568,90,90,0,0,-0.35335689
541,563,541,90,90,0,0,3.907637655
556,563,556,90,90,0,0,1.243339254
515,528,515,90,90,0,0,2.462121212
494,528,494,90,90,0,0,6.439393939
516,518,516,90,90,0,0,0.386100386
548,518,548,90,90,0,0,-5.791505792
600,579,600,90,90,0,0,-3.626943005
622,579,622,90,90,0,0,-7.426597582
639,631,639,90,90,0,0,-1.267828843
622,631,622,90,90,0,0,1.426307448
603,628,603,90,90,0,0,3.98089172
600,628,600,90,90,0,0,4.458598726
568,590,568,90,90,0,0,3.728813559
570,590,570,90,90,0,0,3.389830508
586,579,586,90,90,0,0,-1.208981002
619,579,619,90,90,0,0,-6.908462867
628,631,628,90,90,0,0,0.475435816
696,631,696,90,90,0,0,-10.30110935
716,698,716,90,90,0,0,-2.578796562
716,736,716,90,90,0,0,2.717391304
689,736,689,90,90,0,0,6.385869565
696,696,696,90,90,0,0,0
681,696,681,90,90,0,0,2.155172414
686,684,686,90,90,0,0,-0.292397661
665,684,665,90,90,0,0,2.777777778
647,678,647,90,90,0,0,4.572271386
657,657,657,90,90,0,0,0
640,657,640,90,90,0,0,2.587519026
652,655,652,90,90,0,0,0.458015267
649,655,652,90,90,0,0.460122699,0.916030534
623,649,623,90,90,0,0,4.006163328
654,649,654,90,90,0,0,-0.770416025
643,645,643,90,90,0,0,0.310077519
632,645,632,90,90,0,0,2.015503876
653,658,653,90,90,0,0,0.759878419
649,658,649,90,90,0,0,1.367781155
663,662,663,90,90,0,0,-0.151057402
653,660,653,90,90,0,0,1.060606061
654,660,654,90,90,0,0,0.909090909
643,666,643,90,90,0,0,3.453453453
642,666,642,90,90,0,0,3.603603604
618,640,642,90,90,0,3.738317757,3.4375
614,640,614,90,90,0,0,4.0625
610,616,610,90,90,0,0,0.974025974
615,616,615,90,90,0,0,0.162337662
598,613,598,90,90,0,0,2.446982055
638,613,638,90,90,0,0,-4.078303426
630,626,630,90,90,0,0,-0.638977636
614,626,614,90,90,0,0,1.916932907
624,635,624,90,90,0,0,1.732283465
608,635,608,90,90,0,0,4.251968504
620,618,620,90,90,0,0,-0.323624595
606,618,606,90,90,0,0,1.941747573
613,609,613,90,90,0,0,-0.65681445
613,609,613,90,90,0,0,-0.65681445
609,627,609,90,90,0,0,2.870813397
622,625,622,90,90,0,0,0.48
605,625,605,90,90,0,0,3.2
619,627,619,90,90,0,0,1.275917065
628,627,628,90,90,0,0,-0.159489633
622,622,622,90,90,0,0,0
582,622,582,90,90,0,0,6.430868167
599,600,599,90,90,0,0,0.166666667
583,600,583,90,90,0,0,2.833333333
559,591,559,90,90,0,0,5.414551607
564,591,564,90,90,0,0,4.568527919
542,563,542,90,90,0,0,3.730017762
538,563,538,90,90,0,0,4.440497336
511,563,511,90,90,0,0,9.236234458
511,527,511,90,90,0,0,3.036053131
504,527,504,90,90,0,0,4.364326376
474,498,474,90,90,0,0,4.819277108
463,498,463,90,90,0,0,7.02811245
458,498,458,90,90,0,0,8.032128514
458,474,458,90,90,0,0,3.375527426
437,474,437,90,90,0,0,7.805907173
419,451,419,90,90,0,0,7.095343681
419,451,419,90,90,0,0,7.095343681
403,451,403,90,90,0,0,10.64301552
389,425,389,90,90,0,0,8.470588235
389,425,389,90,90,0,0,8.470588235
363,425,363,90,90,0,0,14.58823529
363,402,363,90,90,0,0,9.701492537
364,402,364,90,90,0,0,9.452736318
343,402,343,90,90,0,0,14.67661692
343,378,343,90,90,0,0,9.259259259
340,378,340,90,90,0,0,10.05291005
340,378,340,90,90,0,0,10.05291005
348,380,348,90,90,0,0,8.421052632
348,380,348,90,90,0,0,8.421052632
331,380,331,90,90,0,0,12.89473684
342,387,342,90,90,0,0,11.62790698
342,387,342,90,90,0,0,11.62790698
342,387,342,90,90,0,0,11.62790698
342,430,342,90,90,0,0,20.46511628
347,430,347,90,90,0,0,19.30232558
354,430,347,90,90,0,-2.017291066,17.6744186
354,454,354,90,90,0,0,22.02643172
361,454,361,90,90,0,0,20.4845815
361,485,361,90,90,0,0,25.56701031
384,485,384,90,90,0,0,20.82474227
393,485,393,90,90,0,0,18.96907216
393,523,393,90,90,0,0,24.85659656
405,523,405,90,90,0,0,22.56214149
420,538,420,90,90,0,0,21.9330855
431,538,420,90,90,0,-2.619047619,19.88847584
431,545,431,90,90,0,0,20.91743119
420,545,420,90,90,0,0,22.93577982
441,513,441,90,90,0,0,14.03508772
441,513,441,90,90,0,0,14.03508772
434,513,434,90,90,0,0,15.39961014
428,494,428,90,90,0,0,13.36032389
442,494,428,90,90,0,-3.271028037,10.52631579
442,507,442,90,90,0,0,12.82051282
447,507,447,90,90,0,0,11.83431953
469,529,469,90,90,0,0,11.34215501
478,529,478,90,90,0,0,9.640831758
509,572,509,90,90,0,0,11.01398601
509,572,509,90,90,0,0,11.01398601
522,620,522,90,90,0,0,15.80645161
532,620,532,90,90,0,0,14.19354839
542,630,542,90,90,0,0,13.96825397
541,630,541,90,90,0,0,14.12698413
556,654,556,90,90,0,0,14.98470948
558,654,558,90,90,0,0,14.67889908
557,647,557,90,90,0,0,13.91035549
545,647,545,90,90,0,0,15.76506955
598,671,598,90,90,0,0,10.87928465
604,756,604,90,90,0,0,20.10582011
599,756,599,90,90,0,0,20.76719577
626,802,626,90,90,0,0,21.94513716
619,838,619,90,90,0,0,26.13365155
626,838,626,90,90,0,0,25.29832936
592,777,592,90,90,0,0,23.80952381
564,777,564,90,90,0,0,27.41312741
522,649,522,90,90,0,0,19.56856703
494,649,494,90,90,0,0,23.88289676
494,542,494,90,90,0,0,8.856088561
509,542,509,90,90,0,0,6.088560886
531,534,531,90,90,0,0,0.561797753
575,534,575,90,90,0,0,-7.677902622
631,608,631,90,90,0,0,-3.782894737
688,608,688,90,90,0,0,-13.15789474
709,711,709,90,90,0,0,0.281293952
666,674,666,90,90,0,0,1.18694362
627,674,627,90,90,0,0,6.973293769
638,627,638,90,90,0,0,-1.754385965
640,627,640,90,90,0,0,-2.073365231
691,666,691,90,90,0,0,-3.753753754
818,666,818,90,90,0,0,-22.82282282
888,786,888,90,90,0,0,-12.97709924
972,948,933,90,90,0,-4.180064309,-2.53164557
939,975,939,90,90,0,0,3.692307692
899,931,899,90,90,0,0,3.437164339
902,931,902,90,90,0,0,3.114930183
998,955,998,90,90,0,0,-4.502617801
1078,1055,1078,90,90,0,0,-2.180094787
1110,1150,1110,90,90,0,0,3.47826087
1040,1133,1040,90,90,0,0,8.208296558
963,1019,985,90,90,0,2.233502538,5.495583906
933,949,933,90,90,0,0,1.685985248
957,949,957,90,90,0,0,-0.842992624
1051,943,1051,90,90,0,0,-11.45281018
1157,1042,1157,90,90,0,0,-11.03646833
1114,1164,1114,90,90,0,0,4.295532646
1118,1146,1118,90,90,0,0,2.443280977
1078,1087,1078,90,90,0,0,0.827966881
1101,1057,1101,90,90,0,0,-4.162724693
1175,1114,1175,90,90,0,0,-5.475763016
1180,1199,1180,90,90,0,0,1.584653878
1153,1187,1153,90,90,0,0,2.864363943
1110,1120,1110,90,90,0,0,0.892857143
1101,1112,1101,90,90,0,0,0.989208633
1239,1161,1199,90,90,0,-3.336113428,-6.718346253
1292,1244,1292,90,90,0,0,-3.8585209
1287,1278,1287,90,90,0,0,-0.704225352
1254,1257,1254,90,90,0,0,0.238663484
1218,1244,1218,90,90,0,0,2.090032154
1276,1241,1276,90,90,0,0,-2.820306205
1357,1301,1357,90,90,0,0,-4.304381245
1376,1379,1315,90,90,0,-4.63878327,0.217548949
1270,1354,1270,90,90,0,0,6.203840473
1276,1278,1276,90,90,0,0,0.156494523
1357,1348,1357,90,90,0,0,-0.667655786
1422,1442,1422,90,90,0,0,1.386962552
1422,1449,1422,90,90,0,0,1.863354037
1395,1402,1395,90,90,0,0,0.499286733
1442,1408,1442,90,90,0,0,-2.414772727
1456,1463,1456,90,90,0,0,0.4784689
1485,1482,1485,90,90,0,0,-0.20242915
1449,1453,1449,90,90,0,0,0.275292498
1415,1432,1415,90,90,0,0,1.187150838
1515,1435,1515,90,90,0,0,-5.574912892
1547,1559,1547,90,90,0,0,0.769724182
1531,1539,1531,90,90,0,0,0.519818064
1500,1489,1500,90,90,0,0,-0.738750839
1547,1539,1547,90,90,0,0,-0.519818064
1563,1596,1563,90,90,0,0,2.067669173
1539,1580,1539,90,90,0,0,2.594936709
1508,1535,1508,90,90,0,0,1.758957655
1508,1493,1508,90,90,0,0,-1.004688547
1508,1496,1508,90,90,0,0,-0.802139037
1463,1482,1463,90,90,0,0,1.282051282
1442,1460,1442,90,90,0,0,1.232876712
1478,1471,1478,90,90,0,0,-0.475866757
1485,1485,1454,117,90,1,-2.132049519,0
1449,1531,1448,129,90,1,-0.069060773,5.355976486
1478,1512,1443,134,129,1,-2.425502426,2.248677249
1478,1508,1447,154,129,1,-2.142363511,1.98938992
1500,1523,1449,164,154,1,-3.519668737,1.510177282
1493,1547,1452,171,154,1,-2.82369146,3.49062702
1493,1523,1440,173,171,1,-3.680555556,1.969796454
1456,1527,1407,173,171,1,-3.482587065,4.649639817
1463,1493,1386,174,173,1,-5.555555556,2.009377093
1428,1482,1373,174,173,1,-4.005826657,3.643724696
1395,1478,1358,174,174,1,-2.724594993,5.615696888
1321,1489,1329,174,174,1,0.601956358,11.28274009
1339,1439,1304,174,174,1,-2.68404908,6.949270327
1304,1392,1277,173,174,1,-2.114330462,6.32183908
1213,1392,1239,174,173,1,2.098466505,12.8591954
1180,1360,1217,174,173,1,3.040262942,13.23529412
1110,1339,1201,174,174,1,7.577019151,17.10231516
1040,1333,1179,175,174,1,11.78965225,21.98049512
